lvl#, ch#, challengeWord, 2XLetter, allPossibleWords, has2X, splitDistanceBetweenLetters, maxSequenceLetters, firstIndex
11, 1, sloupres, , our sue ups sups slue sour res sloe lores lore slop lours sloes slops soups sores lues pes lope supe lure sore loups sues ope loupe sure slope ores lour ors soup ore slur sou opes lop sops ours loupes loup lops ops sup slurs sous lures slues sos slopes les sop oes supes sours lopes , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 4 2 4 3 2 0 3 2 2 1 2 3 3 3 3 3 1 2 3 2 3 2 4 2 1 3 2 2 1 3 1 2 2 1 2 1 4 2 1 0 3 3 2 3 4 2 3 5 2 4 2 3 3 3 2 , 2 1 2 2 2 2 3 3 3 2 3 3 3 3 3 3 2 2 2 2 2 2 4 2 1 4 2 3 3 3 1 3 2 2 2 2 2 1 2 4 4 2 1 2 2 2 3 2 1 3 2 1 2 2 2 2 , 2 0 3 0 0 0 5 0 1 1 0 1 0 0 0 0 1 4 1 0 1 0 1 0 2 1 0 0 2 1 2 0 2 0 0 2 1 0 2 1 1 1 2 0 0 0 1 0 0 0 1 0 2 0 0 1 
11, 2, jgeearks, , ark gees jees ars gars ers gas jar jeer eek gee arks jee jeers gar ear ears geeks jerks gears geek gear jars jerk , False False False False False False False False False False False False False False False False False False False False False False False False , 0 3 4 1 3 3 4 3 2 2 0 0 1 3 2 1 2 2 3 2 2 1 4 3 , 3 3 2 2 2 1 1 2 2 2 3 4 2 2 2 2 2 3 3 2 3 2 2 2 , 4 1 0 4 1 2 1 0 0 2 1 4 0 0 1 2 2 1 0 1 1 1 0 0 
11, 3, tisnlare, , nae snare ire lar tire tis tar til tine tie tile tae isle tsar tin are sae tare , False False False False False False False False False False False False False False False False False False , 2 1 4 0 4 0 4 2 4 5 4 5 3 3 1 0 3 4 , 1 3 2 3 2 3 2 2 2 2 2 1 2 2 2 3 1 3 , 3 2 1 4 0 0 0 0 0 0 0 0 1 0 0 5 2 0 
11, 4, sytagrns, , tags yags ags ars yarns sags tans tan sans yag syn yarn stags stag tarn tas tag tar tars yar sag stars tarns star , False False False False False False False False False False False False False False False False False False False False False False False False , 2 3 2 2 2 4 2 2 4 1 4 2 3 1 1 3 0 1 2 2 2 3 1 2 , 3 2 2 1 3 2 2 2 2 2 2 2 3 3 2 2 3 2 2 1 2 2 3 2 , 2 1 3 3 1 0 2 2 0 1 0 1 0 0 2 2 2 2 2 1 0 0 2 0 
11, 5, hulapel, , hup hue hull lap hap hula hae lapel ape , False False False False False False False False False , 2 3 3 0 2 0 3 0 0 , 2 2 3 3 2 4 1 5 3 , 0 0 0 2 0 0 0 2 3 
11, 6, spsiootr, s, poor sit oot pot soot pit sir spot psi poo pst spoor spit sot , False True False False True False True True False False False True True True , 3 4 0 3 3 3 5 3 0 2 3 3 3 4 , 2 1 3 1 3 1 1 2 3 2 2 2 2 1 , 1 0 4 1 0 1 0 0 1 1 1 0 0 0 
11, 7, elkurtch, , lurch etch elk eth , False False False False , 2 4 0 5 , 2 3 3 1 , 1 0 0 0 
11, 8, chibcaba, b, baba chi chia cab baa aba chica chic hic , True False False False True False False False False , 1 0 2 4 2 0 1 1 1 , 3 3 3 2 1 3 3 3 2 , 3 0 0 0 3 5 0 0 1 
11, 9, akriaale, k, aal kale kae ail ria rial rile aril rale aria ale kraal are , False True True False False False False False False False False True False , 4 3 4 4 0 1 2 3 2 1 5 1 5 , 1 2 1 1 3 3 2 2 2 3 2 3 1 , 0 1 1 0 2 2 2 0 2 0 0 1 0 
12, 0, lrenekss, k, lek leks lens rees ess leeks eek lenes res lee les reek ree lees ness less ens reeks leek , True True False False False True True False False False False True False False False False False True True , 3 3 3 2 3 2 1 2 3 2 4 1 1 3 1 4 2 1 2 , 1 2 2 2 2 3 2 3 2 1 1 2 2 1 2 2 2 3 2 , 0 0 0 1 2 0 2 0 1 0 0 1 1 0 3 0 2 1 0 
12, 1, cexuapos, x, cup capos upo cups ups capo expo cos ceps cep cap expos apo caps apos epos , False False False False False False True False False False False True False False False False , 3 3 1 4 2 3 2 5 4 3 3 2 0 4 0 3 , 1 4 2 1 1 3 2 2 2 2 2 3 3 2 4 3 , 0 0 3 0 3 0 1 0 0 0 0 1 4 0 4 1 
12, 2, ltiufdts, , tufts ids tuft uts lis lifts lids tits tut lift lid lits lit its tit ifs tuts tis , False False False False False False False False False False False False False False False False False False , 2 3 2 2 5 3 4 3 3 3 3 4 4 3 3 3 3 4 , 2 1 2 2 1 2 1 2 1 1 1 2 1 2 2 1 2 2 , 1 2 1 3 0 0 0 1 1 0 0 0 0 2 1 2 1 1 
12, 3, veeirsar, v, era ear var err vees via veers veer visa vera vee ers vis , False False True False True True True True True True True False True , 3 4 5 4 2 4 1 1 3 3 0 2 3 , 1 2 2 1 3 1 3 3 2 2 3 2 1 , 1 1 0 1 0 0 0 0 0 0 0 1 0 
12, 4, ylankshb, , las ash lash yaks yanks yak yank lank yah lab ankh lakh , False False False False False False False False False False False False , 2 2 2 2 1 2 1 0 4 4 1 2 , 2 2 2 2 4 1 3 4 1 2 3 2 , 1 2 1 0 0 0 0 1 0 1 2 1 
12, 5, hapltver, l, aver haver halve halter hate ale hater hat alter haler hap have halt ape per ave apt her hae ate apter hale alt aper , False False True True False True False False True True False False True False False False False False False False False True True False , 3 3 2 2 3 3 3 2 2 3 0 3 1 3 3 3 1 5 4 3 2 3 1 3 , 3 3 2 2 2 1 2 2 2 2 3 2 2 2 2 2 2 2 2 1 2 2 2 2 , 1 0 0 0 0 1 0 0 1 0 0 0 0 1 2 1 1 0 0 1 1 0 1 1 
12, 6, cdatosny, , cat cats atony cay dos any tony datos cony don ton cosy con cos day coy dan dato can toy , False False False False False False False False False False False False False False False False False False False False , 1 2 1 5 2 3 1 0 4 3 1 4 4 3 4 5 3 0 4 2 , 2 2 3 1 2 2 2 5 2 1 2 2 1 2 2 1 2 4 1 2 , 0 0 2 0 1 2 3 1 0 1 3 0 0 0 1 0 1 1 0 3 
12, 7, ckrianps, , rap ria cans kris kips kas can rip craps caps ran crap cris cis rias rins raps kip rips rin cap ins kins ras kis kin , False False False False False False False False False False False False False False False False False False False False False False False False False False , 2 0 4 3 3 4 3 2 3 4 1 3 4 5 2 2 2 3 2 1 4 2 3 3 4 2 , 1 3 2 3 2 1 2 2 2 2 2 1 2 1 3 2 2 1 2 2 1 1 1 1 1 1 , 2 2 0 1 1 1 0 2 0 0 2 0 0 0 2 2 2 1 2 2 0 3 1 2 1 1 
12, 8, ctfahrbo, , carb far carbo taro faro thro tar cab tahr abo fro tao arb car tab tho fab , False False False False False False False False False False False False False False False False False , 3 1 3 3 2 3 2 4 1 2 3 4 1 3 3 4 2 , 2 2 3 1 2 2 1 1 3 2 1 1 2 1 1 1 2 , 0 2 0 1 2 1 1 0 1 3 2 1 3 0 1 1 2 
12, 9, mamrnsep, , mars mare mar mae map mane mas ars man rep manse arse asp marse amp mans are ane , False False False False False False False False False False False False False False False False False False , 2 3 1 4 5 3 3 2 2 2 2 2 4 2 4 2 3 3 , 2 2 2 2 2 2 2 1 2 2 3 2 1 2 2 2 1 1 , 0 0 0 0 0 0 0 1 0 3 0 1 1 0 1 0 1 1 
13, 0, noeuswts, u, nests nowt ess ousts nus now newts not oust oes nous nuts noes ness news nos new net nowts newt outs uts out nows nest nut nets , False False False True True False False False True False True True False False False False False False False False True True True False False True False , 3 3 3 2 2 3 3 4 2 1 1 4 1 4 4 2 3 4 3 3 3 2 3 4 3 4 4 , 2 2 1 2 2 2 3 2 2 2 2 2 3 1 1 2 1 1 3 2 2 2 1 2 1 1 2 , 0 0 2 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 3 1 0 0 0 0 
13, 1, lniduis, , nidi ids lis lids nus dui lid nidus dis , False False False False False False False False False , 1 2 4 3 3 0 1 1 1 , 3 2 1 2 1 3 2 4 2 , 1 2 0 0 1 3 0 1 3 
13, 2, fuhsqoue, , fou sue hue foe sou hoe usque fuse use , False False False False False False False False False , 4 2 3 5 1 3 2 4 4 , 2 2 2 1 2 1 2 2 1 , 0 3 2 0 3 2 1 0 1 
13, 3, caliyadn, , ain cyan cay aliya lin cain alan ala cad lid caid clan can clad lad aid , False False False False False False False False False False False False False False False False , 4 4 2 0 3 4 3 2 4 2 3 4 5 3 2 3 , 1 2 2 5 2 2 2 2 2 2 2 1 2 2 2 1 , 1 0 0 1 2 0 1 1 0 2 0 0 0 0 2 1 
13, 4, mieglkos, , milos milks kos egos gos ego mils mig mels meg mis mel ilks megs milk els mil elk mos migs milo elks ilk , False False False False False False False False False False False False False False False False False False False False False False False , 3 3 0 2 2 2 4 1 4 1 5 2 3 4 2 3 2 1 5 4 3 2 2 , 2 2 3 2 2 2 2 2 1 2 2 1 2 2 2 1 2 2 2 2 2 2 2 , 0 0 5 2 3 2 0 0 0 0 0 0 1 0 0 2 0 2 0 0 0 2 1 
13, 5, lahvemcs, , las laves ems hes lac ave lams lacs ahem ahs lave les hem aves lavs lam lav hems , False False False False False False False False False False False False False False False False False False , 5 3 1 3 4 1 4 4 1 4 1 5 1 3 4 3 1 2 , 2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 , 0 0 4 2 0 1 0 0 1 1 0 0 2 1 0 0 0 2 
13, 6, praocder, p, roc rode pod pacer ace per prao race pace roe pro prod pac pad racer par rad ode rod , False False True True False True True False True False True True True True False True False False False , 1 2 3 3 2 5 0 2 3 3 1 2 2 3 2 5 2 1 2 , 2 2 1 2 1 2 4 2 1 1 2 2 1 1 2 1 2 2 1 , 1 1 0 0 2 0 0 1 0 1 0 0 0 0 1 0 1 3 1 
13, 7, pidatmns, , pans damn ids damns pians dams pia pian pits dam pams pin pat pan pit pats dans its ins pas pis pias dan pins pam , False False False False False False False False False False False False False False False False False False False False False False False False False , 4 1 4 1 3 2 1 3 4 1 4 4 2 4 2 4 2 4 4 5 5 4 2 4 3 , 2 2 2 3 2 2 2 2 2 2 1 2 2 1 2 2 2 1 2 1 2 2 2 2 1 , 0 2 1 2 0 2 0 0 0 2 0 0 0 0 0 0 2 1 1 0 0 0 2 0 0 
13, 8, vbimkerm, k, vier vim vie bier biker berm mem bike , False False False False True False False True , 3 1 3 2 1 3 2 1 , 2 2 1 2 3 3 1 2 , 0 0 0 1 1 1 3 1 
13, 9, arniewme, w, arm aim ani rem ewe new anew anime nim nee are ree eme awe rime rim ane , False False False False True True True False False False False False False True False False False , 4 4 1 3 1 1 2 3 2 3 2 4 1 5 3 3 2 , 2 1 2 1 2 2 2 2 2 1 2 1 2 1 2 1 1 , 0 0 0 1 4 2 0 0 2 2 0 1 4 0 1 1 0 
14, 0, cofkoeps, k, fops coop kos coos cokes cops oke kep kop keps oops coops cos fop cop coo ops foe okes foes fes ceps cep oes coke kops , False False True False True False True True True True False False False False False False False False True False False False False False True True , 2 3 2 4 3 4 2 1 1 1 3 3 5 2 4 2 4 1 3 2 3 4 4 4 2 1 , 2 2 2 2 2 2 1 2 2 3 2 2 2 1 2 2 2 2 1 2 1 3 2 1 2 2 , 2 0 3 0 0 0 1 3 3 3 1 0 0 2 0 0 1 2 1 2 2 0 0 1 0 3 
14, 1, lhoaosns, l, las has hao loon lass ons hos loons loan loo loos hons hon loans ass loss , True False False True True False False True True True True False False True False True , 3 2 1 3 4 3 2 3 3 2 2 3 3 3 2 4 , 1 1 2 1 1 2 2 2 2 1 2 2 2 2 1 1 , 0 1 1 0 0 2 1 0 0 0 0 1 1 0 3 0 
14, 2, smhacunl, m, haul mun sal mac man saul shaul hun sha shul sac maun sau shun sun maul , False True False True True False False False False False False True False False False True , 2 3 5 1 3 4 3 2 1 4 2 2 3 3 4 3 , 2 2 1 2 1 1 2 2 2 1 2 2 1 2 2 1 , 2 1 0 1 1 0 0 2 0 0 0 1 0 0 0 1 
14, 3, ftcoibst, , fibs cist foist cot cobs tost tot cos cob fob cost fist toit fib tit cis tis fit fobs , False False False False False False False False False False False False False False False False False False False , 3 2 3 3 1 3 4 2 1 3 2 4 3 3 4 2 3 5 3 , 3 2 2 2 2 2 1 2 2 1 2 2 2 2 1 1 1 1 2 , 0 2 0 2 2 1 1 2 2 0 2 0 1 0 1 2 1 0 0 
14, 4, priecyta, p, rya pica pea pieta ria pry pec pya pic recta pet icy pit prey rec pricy pie pia pita eta ret , False True True True False True True True True False True False True True False True True True True False False , 4 4 5 3 4 3 2 5 2 2 4 1 4 2 1 1 1 5 4 2 3 , 1 1 1 2 2 2 2 1 1 2 1 2 1 2 2 3 2 1 2 2 1 , 1 0 0 0 1 0 0 0 0 1 0 2 0 0 1 0 0 0 0 3 1 
14, 5, brtiauls, , tau tas rials bus bals bras bal ras ria rial tis til tils bas bis bra bris als bias taus rias , False False False False False False False False False False False False False False False False False False False False False , 1 3 2 5 4 4 4 4 1 2 3 2 2 5 5 2 4 1 4 2 3 , 2 1 2 1 2 2 1 1 2 2 2 2 2 1 1 2 2 2 2 2 2 , 2 2 1 0 0 0 0 1 1 1 2 2 2 0 0 0 0 4 0 2 1 
14, 6, mojatpms, , mats mops moa moats mop jam moas oats mots mas mot map oat mom jams mat oms moms mos ops maps moat , False False False False False False False False False False False False False False False False False False False False False False , 4 4 1 3 3 2 4 3 4 5 2 3 1 4 2 2 4 4 5 4 4 1 , 2 2 2 2 2 2 2 2 2 1 2 1 2 2 2 2 2 2 2 1 1 2 , 0 0 0 0 0 2 0 1 0 0 0 0 1 0 2 0 1 0 0 1 0 0 
14, 7, adrioasr, , air ados oar dos aas ras ria ars dor roar ais ado ads arias aria adios dis rias , False False False False False False False False False False False False False False False False False False , 5 3 1 3 4 2 1 4 4 2 4 2 4 2 2 2 3 1 , 1 2 2 1 2 2 2 1 1 2 1 2 2 2 2 2 1 2 , 0 0 4 1 0 2 2 0 1 2 0 0 0 0 0 0 1 2 
14, 8, pmraonms, , prao pans prams mon ons pons mons ran pams pom ram rom mas mans prom praos pram pan mom pro roms man poms oms pas moms mos proms ras rams pros pam , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 4 3 2 1 4 3 1 4 4 2 2 4 3 3 3 3 3 3 2 2 2 4 1 5 3 4 3 3 2 4 4 , 3 1 2 2 2 2 2 2 2 1 2 1 1 1 1 3 2 1 1 1 2 1 2 2 1 2 1 2 2 2 1 1 , 0 0 0 1 4 0 1 2 0 0 2 2 1 1 0 0 0 0 1 0 2 1 0 4 0 1 1 0 2 2 0 0 
14, 9, ndoicrs, , ors dos noirs nor dor noir doc docs nos dors dis , False False False False False False False False False False False , 2 3 2 3 2 2 1 2 4 2 3 , 2 2 2 1 2 2 2 2 1 2 1 , 2 1 0 0 1 0 1 1 0 1 1 
15, 0, amererays, , may era aas areas ama ars ameer area res ere ers are errs ays eras merer arras mas ares amas ameers arrays err merry meres aery ray array ras rays mere eery mays , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 2 6 4 4 6 1 3 3 0 4 2 3 6 3 0 4 5 5 5 3 3 1 2 3 4 2 3 3 2 0 2 4 , 2 2 1 2 2 1 3 2 2 3 2 2 2 2 2 5 2 1 2 2 3 4 2 3 4 2 2 3 1 3 4 2 3 , 1 2 0 0 0 0 0 0 3 2 2 0 2 0 2 1 0 1 0 0 0 0 2 1 1 0 3 0 3 3 1 2 1 
15, 1, pgurupilds, , pus pupil ids ups gild purl gid gilds puls gurus pups guilds puri pur guls urds urus pupils guid grid pud urps rids purls grids rid puds purs urp gul pis guru guids pup puris guild gids urd pul , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 7 3 1 5 4 4 5 4 6 4 6 3 3 1 5 4 4 4 4 4 6 4 3 5 4 3 6 6 1 4 7 0 4 3 5 3 5 4 5 , 1 3 2 1 3 2 1 4 1 4 1 4 2 2 2 2 3 3 2 1 1 2 2 2 2 1 2 2 2 2 1 4 2 1 2 3 2 2 1 , 0 0 6 2 1 0 1 1 0 1 0 1 0 0 1 2 2 0 1 1 0 2 3 0 1 3 0 0 2 1 0 1 1 0 0 1 1 2 0 
15, 2, dothespot, , dost tet het dos dotes hot does hest doth the doest despot doe dote dot hes oot pot opt spot tho hep depot ohs tot dots thesp oes oho test sot , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 4 3 3 1 3 2 2 0 0 4 3 2 1 0 0 5 0 5 0 3 1 4 2 4 2 0 2 4 3 1 , 2 1 2 2 3 2 2 3 4 3 2 5 2 3 3 3 2 3 1 4 2 2 3 1 2 3 5 2 1 2 2 , 0 2 3 0 0 3 0 3 0 2 0 0 0 0 0 3 1 6 1 5 2 3 0 1 2 0 2 1 1 2 5 
15, 3, alloudcore, , our oud cor luce lore ale are core ode ace aloe aloud all lure acre adore udo allude lour ado doe ore loco odor allod dore lude dor allure loud loo lode lucre , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 0 0 5 5 7 7 0 4 7 6 1 0 5 6 5 1 4 4 5 2 4 3 2 1 1 5 1 4 1 4 5 4 , 2 3 3 1 2 2 2 4 1 1 2 3 3 2 2 3 2 3 2 1 1 2 2 2 4 3 2 2 3 3 1 1 2 , 3 3 6 1 1 0 0 6 3 0 0 0 0 1 0 0 4 0 1 0 5 3 1 3 0 5 1 5 0 1 1 1 1 
15, 4, srestpsins, , rests spins sis ess rets res psi tin repin repins set sets rep seis ens spin rins pins pin reis reps rin sris sins tins sei tis ins resin ret psis pis rest sepsis reins sin sen rei sri resins rein , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 5 7 2 2 0 0 2 3 3 2 3 2 6 5 5 5 1 1 5 2 5 6 6 2 5 3 0 3 1 1 2 0 4 4 6 6 4 5 3 4 , 4 3 1 2 2 3 3 2 2 3 1 1 2 1 2 2 3 3 2 2 2 2 2 3 3 1 1 3 3 2 3 1 4 3 3 2 1 2 2 3 2 , 1 0 0 2 1 1 5 4 1 1 0 0 1 0 2 0 1 5 5 1 1 1 0 0 4 0 4 7 1 1 5 5 1 0 1 0 0 1 0 1 1 
15, 5, risenthers, h, inter enter sene rets riser res see rises enters ers risers shes set rite sets hers renter sente seer sent sees the risen sers ree ither ens rete renters rins rentes ethers hes eths rente rees rin nth seers rents ether her rent its ins ret rites she rise ser sen inters eth , False False False False False False False False False False False True False False False True False False False False False True False False False True False False False False False True True True False False False True False False True True False False False False False True False False False False True , 3 1 2 6 4 7 3 5 1 4 4 4 1 4 4 0 3 1 3 0 4 0 0 4 5 3 4 4 3 6 4 1 1 3 3 6 2 0 3 5 1 0 2 6 6 3 5 3 0 4 0 3 1 , 2 3 3 1 4 1 2 4 3 2 4 2 2 2 2 4 3 4 2 4 2 3 5 2 1 4 2 1 3 2 3 5 2 2 3 1 2 3 3 3 4 3 3 1 1 1 2 2 4 2 3 3 2 , 1 3 2 0 0 0 2 0 3 3 0 2 2 0 2 6 0 2 2 2 2 5 0 2 0 1 3 0 0 0 0 3 6 3 0 0 0 4 2 0 3 6 0 1 1 0 0 2 0 2 2 1 3 
15, 6, upantiwell, p, ant pawl til pant paw until all till ell ill awl panel ante pall pate anil ane pane pail upwell well pat pan ani unwell ute nill pantie tell nil pal ate ail pill tel tie anti untie pie awe , False True False True True False False False False False False True False True True False False True True True False True True False False False False True False False True False False True False False False False True False , 0 4 2 0 3 4 5 2 0 2 4 3 2 5 3 3 3 3 4 4 0 1 0 1 4 5 3 1 2 3 5 3 4 5 2 1 0 3 4 3 , 3 2 2 4 2 3 2 2 3 2 1 3 3 2 2 2 2 3 2 4 4 2 3 2 4 1 2 5 3 1 2 1 1 2 2 2 4 3 1 2 , 2 1 4 1 1 0 2 4 7 5 2 1 2 1 1 2 2 1 1 0 6 1 1 2 0 0 3 1 4 3 1 2 2 1 4 4 2 0 1 2 
15, 7, grimbedsin, , grimes eds meds gies ids ribes gibs rims grim imbeds gibe res gid grime rimed gib rim beds gien gie med ribs bin gibed ged grin ben gen grimed rimes bes grid rids rin grids rid geds gied rime imbed resin red men rib gin bed sin din gibes gids rei reds rein , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 2 0 1 4 3 2 4 3 0 0 2 4 4 1 1 2 0 0 6 3 1 3 3 2 4 6 3 7 1 2 1 3 3 6 3 3 4 3 1 0 4 3 4 1 7 0 0 1 3 4 5 3 5 , 4 3 3 1 2 2 1 3 4 6 2 1 1 4 3 1 3 4 1 1 2 2 2 3 2 3 2 1 4 3 2 3 2 2 3 2 3 2 3 5 3 2 1 2 1 3 3 2 2 2 1 3 2 , 0 5 3 0 2 1 0 1 0 2 0 1 0 0 1 0 1 4 0 0 3 1 4 0 0 0 4 0 0 1 4 0 1 1 0 1 0 0 1 2 1 1 3 1 0 4 7 6 0 0 1 1 1 
15, 8, runscarles, , scare uncles uns scale uncle ars rune res ale rules runes rares are ruse arles nares sale sal rues runs car ares run sae cares nae scares carls scars sals rare ales care carl rule cars ruses scar ras rales carles les scales rale uses carle als rue sales use , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 3 0 1 3 2 5 7 1 5 5 5 1 5 0 3 2 2 6 0 0 1 0 3 1 4 1 1 2 3 5 1 1 0 5 2 5 0 7 5 0 0 1 5 5 0 2 6 2 5 , 4 3 3 3 2 2 3 2 2 3 3 2 2 2 5 2 2 1 2 4 3 2 3 1 3 1 4 4 4 1 2 3 3 4 2 3 2 4 1 3 6 3 3 2 2 5 1 2 3 1 , 3 1 1 3 1 5 0 0 5 0 0 0 5 0 5 2 3 3 0 0 4 5 0 3 4 2 3 4 3 3 0 5 4 4 0 4 0 3 0 0 4 7 3 0 1 4 5 0 3 1 
15, 9, forkmosses, k, mosses kos forks fores res forme froes oke foss roe for ores fork roses moss rose ors ore fosse ose koss oms roes formes oses mos fore foe froe okes fosses foes fes fro forms oes form , False True True False False False False True False False False False True False False False False False False False True False False False False False False False False True False False False False False False False , 0 1 2 5 5 4 5 5 4 4 0 5 0 3 0 3 3 5 4 5 1 3 4 4 5 0 5 6 5 5 4 6 7 3 2 6 1 , 6 2 4 3 2 3 2 1 2 1 3 2 4 2 4 2 2 2 3 1 3 1 2 3 2 3 3 2 1 2 4 2 2 1 3 2 3 , 4 3 0 0 2 0 0 1 0 2 0 1 0 2 4 2 1 1 0 1 3 1 2 0 1 4 0 0 0 1 0 0 0 0 0 1 0 
16, 0, popapayarn, , porn papa oar yarn pay pan yar pya pap poppy papaya par papayan pop poppa , False False False False False False False False False False False False False False False , 6 2 5 0 4 7 0 5 2 2 2 6 3 0 1 , 2 3 1 4 1 1 3 2 2 3 5 1 5 3 3 , 0 0 1 6 0 0 6 0 0 0 0 0 0 0 0 
16, 1, cafegassed, g, aged caged aas ags fee ess cage ceased gassed fed cad cased age fad gaed agas fease gas ease ged cee cease gae cess aga feed cafe cafes fas fesse gad eased fess feased cessed case fes fessed egad ass , True True False True False False True False True False False False True False True True False True False True False False True False True False False False False False True False False False False False False False True False , 5 5 3 3 4 2 5 4 0 5 7 5 5 5 2 2 2 0 2 3 6 4 2 4 2 4 0 2 2 2 3 2 2 2 4 5 2 2 3 4 , 2 2 2 1 2 2 2 2 6 2 2 2 1 1 2 3 2 3 2 2 1 2 2 2 2 2 4 4 2 3 2 2 2 2 4 2 2 4 3 2 , 1 0 1 1 2 3 0 0 4 2 0 0 1 2 4 1 2 4 3 4 0 0 4 0 1 2 0 0 2 2 4 3 2 2 0 0 2 2 3 1 
16, 2, copusurtax, , our cut pus cot cor sura coax oust cops rax pax tax sax cost pur opus put pst curt court surtax opt cos cox cop ort copra cur ora ops out costa uta , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 5 0 5 4 1 6 3 1 1 5 0 3 4 2 0 3 3 4 3 0 4 2 7 0 4 4 4 5 1 4 4 3 , 1 1 3 2 2 3 2 2 3 2 2 3 2 2 2 4 2 1 2 2 6 2 2 2 3 2 3 1 1 2 1 2 2 , 1 0 2 0 0 4 0 1 0 6 2 7 4 0 2 1 2 2 0 0 4 1 0 0 0 1 0 0 1 1 1 0 3 
16, 3, banoxicone, c, nice ion bone bacon ice axon anon anoxic ain ace bin con icon acne axion axe ane bine ancone none boon box ani bio oxo cone bane ancon ban bice banco nine axone boo one noon bani noo anion , True False False True True False False True False True False True True True False False False False True False False False False False False True False True False True True False False False False False False False False , 4 1 6 4 2 4 4 0 5 6 6 0 0 5 3 6 6 6 3 4 5 2 2 5 2 0 6 3 0 6 3 4 4 5 4 3 2 3 3 , 2 2 2 3 2 2 3 6 1 1 1 3 4 2 2 1 2 2 4 2 2 2 2 1 2 4 3 3 3 2 3 2 3 1 2 2 3 2 2 , 2 5 0 0 5 1 1 1 1 1 0 6 5 1 1 1 1 0 1 2 0 0 1 0 3 6 0 1 0 0 0 2 1 0 3 2 0 2 1 
16, 4, tamenmbeds, , abed ems eds meds abs ands meme anes ads and tee tans eme beds meeds med teed memes ends mend tends tens end tad mends tam tan tabes mem tab ens tams teds tabs ane bes tees ten embed amens tae tads tames mems tas ted emes men embeds amen tamed amends tame bed amend tend meed , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 4 4 4 6 5 2 5 6 5 5 6 2 0 3 4 5 3 3 3 5 6 3 6 3 0 2 5 1 4 4 6 6 6 4 1 6 2 1 4 1 6 5 4 7 6 3 0 1 0 4 3 0 0 3 5 3 , 3 1 2 2 1 2 2 1 2 1 1 2 1 4 3 2 2 2 2 3 2 2 2 2 3 3 2 2 2 2 2 3 2 2 1 2 1 2 4 4 2 2 4 2 2 1 1 3 5 4 4 4 4 3 4 2 2 , 1 3 3 2 1 1 2 1 1 1 0 0 3 6 2 2 0 2 3 2 0 0 3 0 2 0 0 0 2 0 3 0 0 0 1 6 0 0 3 1 0 0 0 2 0 0 3 2 3 1 0 1 0 6 1 0 2 
16, 5, gladdugger, , lag gager gauger glug glade gage age ager lar auger gaur gauge gadder dug lader add glad gag adder lagger lad gae due gagger luge lade gladder agger gad gar lugger lug lager ladder luger gluer glue , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 5 4 3 4 5 4 4 6 3 6 4 4 1 4 0 0 4 3 3 0 6 3 4 4 4 3 3 1 7 3 3 4 3 4 5 5 , 2 2 2 2 4 1 1 2 2 2 1 2 3 2 3 3 4 1 3 4 3 1 1 4 2 3 5 4 2 1 5 2 2 4 2 2 2 , 1 0 0 0 0 0 2 2 1 2 0 0 0 3 1 2 0 0 2 1 1 0 3 0 1 1 0 2 0 0 1 1 1 1 1 0 0 
16, 6, posewoolps, , sels poop owls poo poos woops peps pes poops pews sols swops sew poses wos pol wools wop pool pow swoops swop oops sops els pops sol wool ose woos pop pows pols sel swoop oses ops pools sos pep pew woo sews wops oes sop pose owl , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 5 5 3 6 1 6 7 5 6 4 3 0 5 3 5 1 2 4 2 2 3 5 4 4 6 3 0 0 2 6 6 6 3 2 5 6 5 5 6 2 0 4 2 6 4 0 4 , 2 2 1 2 2 3 2 1 2 2 1 2 3 4 2 2 4 2 2 2 3 2 2 2 1 2 1 4 3 3 2 2 2 2 3 3 2 2 1 1 2 3 3 2 1 1 4 1 , 2 0 1 0 0 4 0 0 0 0 2 2 2 0 4 0 4 4 0 0 2 2 1 2 3 0 2 4 1 4 0 0 0 2 2 1 1 0 2 0 0 4 2 4 1 2 0 1 
